itemid,ele
sel.01.ch01.211125.180355.84..wav,1
sel.02.ch01.211125.180359.65..wav,1
sel.03.ch02.211125.180355.52..wav,1
sel.04.ch02.211125.180359.78..wav,1
sel.05.ch01.211125.175940.95..wav,1
sel.06.ch01.211125.175945.24..wav,1
sel.07.ch01.211125.175950.93..wav,1
sel.08.ch01.211125.175955.19..wav,1
sel.09.ch02.211125.175941.12..wav,1
sel.10.ch02.211125.175945.65..wav,1
sel.11.ch02.211125.175951.01..wav,1
sel.12.ch02.211125.175955.31..wav,1
sel.13.ch01.211125.180011.38..wav,1
sel.14.ch02.211125.180011.18..wav,1
sel.15.ch01.211125.180050.00..wav,1
sel.16.ch02.211125.180049.95..wav,1
sel.05.ch01.220110.234048.33..wav,1
sel.06.ch02.220110.234048.49..wav,1
sel.01.ch01.220118.013625.39..wav,1
sel.02.ch01-02.220203.184602.89..wav,1
sel.24.ch01-02.220203.184555.78..wav,1
sel.25.ch01-02.220203.184555.74..wav,1
selection.wav,1
sel.01.ch01-02.220226.131953.41..wav,1
sel.02.ch01-02.220226.131953.50..wav,1
sel.03.ch01-02.220226.132141.02..wav,1
sel.04.ch01-02.220226.132141.20..wav,1
sel.01.ch01.220119.155036.12..wav,1
sel.01.ch01.220203.174948.00..wav,1
sel.01.ch01.220203.233913.47..wav,1
sel.01.ch01.220204.004302.06..wav,1
sel.01.ch01.220204.194520.86..wav,1
sel.01.ch01.220206.022701.10..wav,1
sel.01.ch01.220207.001315.29..wav,1
sel.01.ch01.220207.233722.78..wav,1
sel.01.ch01.220208.005056.60..wav,1
sel.01.ch01.220210.002512.24..wav,1
sel.01.ch01.220213.000743.84..wav,1
sel.01.ch01.220214.114206.81..wav,1
sel.01.ch01.220216.230101.14..wav,1
sel.01.ch01.220222.171558.32..wav,1
sel.01.ch01.220223.180226.60..wav,1
sel.01.ch01.220223.183152.53..wav,1
sel.01.ch01.220224.005924.41..wav,1
sel.01.ch01.220224.014430.66..wav,1
sel.01.ch01.220304.000058.54..wav,1
sel.01.ch01.220304.002238.65..wav,1
sel.01.ch01.220307.223948.82..wav,1
sel.01.ch01.220307.232841.92..wav,1
sel.01.ch01.220307.233210.71..wav,1
sel.01.ch01.220313.002639.65..wav,1
sel.01.ch01.220313.005126.54..wav,1
sel.01.ch01.220316.182950.72..wav,1
sel.01.ch01.220316.232352.80..wav,1
sel.01.ch01.220316.235701.06..wav,1
sel.01.ch01.220317.011244.17..wav,1
sel.01.ch01.220317.013707.76..wav,1
sel.01.ch02.220223.004549.44..wav,1
sel.01.ch02.220228.010331.34..wav,1
sel.01.ch02.220307.221001.70..wav,1
sel.01.ch02.220307.234942.59..wav,1
sel.02.ch01.220216.230105.16..wav,1
sel.02.ch01.220223.004742.49..wav,1
sel.02.ch01.220228.011131.24..wav,1
sel.02.ch01.220307.221001.89..wav,1
sel.02.ch01.220307.234942.56..wav,1
sel.02.ch02.220119.155036.25..wav,1
sel.02.ch02.220203.174948.51..wav,1
sel.02.ch02.220203.233913.71..wav,1
sel.02.ch02.220204.004303.21..wav,1
sel.02.ch02.220204.194520.23..wav,1
sel.02.ch02.220206.022701.37..wav,1
sel.02.ch02.220207.001315.29..wav,1
sel.02.ch02.220207.233722.73..wav,1
sel.02.ch02.220208.005056.68..wav,1
sel.02.ch02.220210.002512.34..wav,1
sel.02.ch02.220213.000744.18..wav,1
sel.02.ch02.220214.114206.44..wav,1
sel.02.ch02.220222.171557.44..wav,1
sel.02.ch02.220223.180227.23..wav,1
sel.02.ch02.220223.183152.97..wav,1
sel.02.ch02.220224.005924.44..wav,1
sel.02.ch02.220224.014429.66..wav,1
sel.02.ch02.220304.000058.49..wav,1
sel.02.ch02.220304.002238.43..wav,1
sel.02.ch02.220307.223948.79..wav,1
sel.02.ch02.220307.232842.23..wav,1
sel.02.ch02.220307.233210.76..wav,1
sel.02.ch02.220313.002639.35..wav,1
sel.02.ch02.220313.005126.04..wav,1
sel.02.ch02.220316.182951.04..wav,1
sel.02.ch02.220316.232352.80..wav,1
sel.02.ch02.220316.235700.92..wav,1
sel.02.ch02.220317.011244.22..wav,1
sel.03.ch01.220119.161740.43..wav,1
sel.03.ch01.220203.233917.95..wav,1
sel.03.ch01.220204.013426.60..wav,1
sel.03.ch01.220204.194732.40..wav,1
sel.03.ch01.220208.011008.19..wav,1
sel.03.ch01.220210.002724.13..wav,1
sel.03.ch01.220213.004044.86..wav,1
sel.03.ch01.220214.120606.77..wav,1
sel.03.ch01.220222.171855.66..wav,1
sel.03.ch01.220223.181122.32..wav,1
sel.03.ch01.220223.184625.74..wav,1
sel.03.ch01.220224.010614.07..wav,1
sel.03.ch01.220224.014434.99..wav,1
sel.03.ch01.220304.000316.27..wav,1
sel.03.ch01.220304.002720.97..wav,1
sel.03.ch01.220307.231333.10..wav,1
sel.03.ch01.220307.233547.58..wav,1
sel.03.ch01.220307.235838.06..wav,1
sel.03.ch01.220308.000119.59..wav,1
sel.03.ch01.220313.003744.86..wav,1
sel.03.ch01.220313.010114.57..wav,1
sel.03.ch01.220316.183043.52..wav,1
sel.03.ch01.220316.232711.07..wav,1
sel.03.ch01.220316.235937.81..wav,1
sel.03.ch01.220317.011537.40..wav,1
sel.03.ch02.220207.002553.41..wav,1
sel.03.ch02.220207.233823.58..wav,1
sel.03.ch02.220216.230101.08..wav,1
sel.03.ch02.220223.004742.38..wav,1
sel.03.ch02.220228.011131.26..wav,1
sel.03.ch02.220307.222752.95..wav,1
sel.04.ch01.220203.180355.71..wav,1
sel.04.ch01.220207.002958.42..wav,1
sel.04.ch01.220207.233824.39..wav,1
sel.04.ch01.220223.005842.74..wav,1
sel.04.ch01.220228.011956.10..wav,1
sel.04.ch01.220307.222752.87..wav,1
sel.04.ch02.220119.161740.13..wav,1
sel.04.ch02.220203.233918.16..wav,1
sel.04.ch02.220204.013426.91..wav,1
sel.04.ch02.220208.011007.99..wav,1
sel.04.ch02.220210.002723.76..wav,1
sel.04.ch02.220213.004045.20..wav,1
sel.04.ch02.220214.120607.06..wav,1
sel.04.ch02.220216.230104.70..wav,1
sel.04.ch02.220222.171856.02..wav,1
sel.04.ch02.220223.181122.46..wav,1
sel.04.ch02.220223.184626.51..wav,1
sel.04.ch02.220224.010614.07..wav,1
sel.04.ch02.220224.014435.21..wav,1
sel.04.ch02.220304.000316.63..wav,1
sel.04.ch02.220304.002721.39..wav,1
sel.04.ch02.220307.233547.31..wav,1
sel.04.ch02.220307.235838.04..wav,1
sel.04.ch02.220313.003744.78..wav,1
sel.04.ch02.220313.010114.21..wav,1
sel.04.ch02.220316.183043.18..wav,1
sel.04.ch02.220316.232711.48..wav,1
sel.04.ch02.220316.235937.88..wav,1
sel.04.ch02.220317.011537.35..wav,1
sel.04.ch02.220317.013707.83..wav,1
sel.05.ch01.220119.161839.58..wav,1
sel.05.ch01.220203.235655.04..wav,1
sel.05.ch01.220207.235624.78..wav,1
sel.05.ch01.220208.011013.60..wav,1
sel.05.ch01.220210.004505.40..wav,1
sel.05.ch01.220213.004045.77..wav,1
sel.05.ch01.220214.120614.12..wav,1
sel.05.ch01.220216.230534.64..wav,1
sel.05.ch01.220222.171954.62..wav,1
sel.05.ch01.220223.010951.20..wav,1
sel.05.ch01.220223.181125.99..wav,1
sel.05.ch01.220223.185833.75..wav,1
sel.05.ch01.220224.010717.78..wav,1
sel.05.ch01.220224.020208.92..wav,1
sel.05.ch01.220304.000421.16..wav,1
sel.05.ch01.220304.010258.36..wav,1
sel.05.ch01.220307.230240.78..wav,1
sel.05.ch01.220307.234550.93..wav,1
sel.05.ch01.220307.235903.02..wav,1
sel.05.ch01.220313.004208.12..wav,1
sel.05.ch01.220313.014448.83..wav,1
sel.05.ch01.220316.183215.57..wav,1
sel.05.ch01.220316.233107.71..wav,1
sel.05.ch01.220316.235945.66..wav,1
sel.05.ch01.220317.011828.45..wav,1
sel.05.ch01.220317.014754.76..wav,1
sel.05.ch02.220203.180356.02..wav,1
sel.05.ch02.220207.002958.57..wav,1
sel.05.ch02.220228.011956.10..wav,1
sel.06.ch01.220207.003231.49..wav,1
sel.06.ch01.220213.005535.40..wav,1
sel.06.ch01.220228.013626.31..wav,1
sel.06.ch02.220119.161839.45..wav,1
sel.06.ch02.220207.235625.36..wav,1
sel.06.ch02.220208.011013.72..wav,1
sel.06.ch02.220210.004506.67..wav,1
sel.06.ch02.220214.120616.07..wav,1
sel.06.ch02.220216.230534.72..wav,1
sel.06.ch02.220222.171955.64..wav,1
sel.06.ch02.220223.010951.75..wav,1
sel.06.ch02.220223.181125.93..wav,1
sel.06.ch02.220224.010717.86..wav,1
sel.06.ch02.220224.020210.05..wav,1
sel.06.ch02.220304.000421.35..wav,1
sel.06.ch02.220307.230241.03..wav,1
sel.06.ch02.220307.234550.85..wav,1
sel.06.ch02.220307.235902.83..wav,1
sel.06.ch02.220313.004208.45..wav,1
sel.06.ch02.220313.014448.66..wav,1
sel.06.ch02.220316.183215.45..wav,1
sel.06.ch02.220316.233108.24..wav,1
sel.06.ch02.220316.235945.62..wav,1
sel.06.ch02.220317.011828.45..wav,1
sel.06.ch02.220317.014754.68..wav,1
sel.07.ch01.220119.162036.05..wav,1
sel.07.ch01.220208.000303.15..wav,1
sel.07.ch01.220208.011949.89..wav,1
sel.07.ch01.220210.005053.51..wav,1
sel.07.ch01.220214.120633.77..wav,1
sel.07.ch01.220216.231410.51..wav,1
sel.07.ch01.220222.172335.45..wav,1
sel.07.ch01.220223.013806.54..wav,1
sel.07.ch01.220223.181129.52..wav,1
sel.07.ch01.220224.012302.39..wav,1
sel.07.ch01.220304.002432.85..wav,1
sel.07.ch01.220307.230408.75..wav,1
sel.07.ch01.220307.234612.08..wav,1
sel.07.ch01.220308.002716.77..wav,1
sel.07.ch01.220313.005350.78..wav,1
sel.07.ch01.220313.014613.80..wav,1
sel.07.ch01.220316.184125.52..wav,1
sel.07.ch01.220316.233143.36..wav,1
sel.07.ch01.220317.000003.66..wav,1
sel.07.ch01.220317.011925.22..wav,1
sel.07.ch01.220317.014801.63..wav,1
sel.07.ch02.220207.003231.03..wav,1
sel.07.ch02.220213.005535.45..wav,1
sel.07.ch02.220224.020946.96..wav,1
sel.08.ch02.220119.162036.38..wav,1
sel.08.ch02.220207.004744.74..wav,1
sel.08.ch02.220208.000303.66..wav,1
sel.08.ch02.220208.011949.52..wav,1
sel.08.ch02.220210.005054.23..wav,1
sel.08.ch02.220214.120634.40..wav,1
sel.08.ch02.220216.231410.65..wav,1
sel.08.ch02.220222.172335.50..wav,1
sel.08.ch02.220223.181129.63..wav,1
sel.08.ch02.220224.012302.50..wav,1
sel.08.ch02.220304.002433.05..wav,1
sel.08.ch02.220307.234612.66..wav,1
sel.08.ch02.220308.002716.74..wav,1
sel.08.ch02.220313.005350.59..wav,1
sel.08.ch02.220316.184125.81..wav,1
sel.08.ch02.220316.233143.27..wav,1
sel.08.ch02.220317.000003.64..wav,1
sel.08.ch02.220317.011925.66..wav,1
sel.08.ch02.220317.014801.69..wav,1
sel.09.ch01.220208.000637.46..wav,1
sel.09.ch01.220208.013051.82..wav,1
sel.09.ch01.220210.010108.53..wav,1
sel.09.ch01.220214.120711.84..wav,1
sel.09.ch01.220216.232146.17..wav,1
sel.09.ch01.220222.173040.77..wav,1
sel.09.ch01.220223.183407.60..wav,1
sel.09.ch01.220224.014102.31..wav,1
sel.09.ch01.220304.002718.77..wav,1
sel.09.ch01.220307.235741.26..wav,1
sel.09.ch01.220308.002926.42..wav,1
sel.09.ch01.220313.010956.39..wav,1
sel.09.ch01.220316.184132.84..wav,1
sel.09.ch01.220316.233752.76..wav,1
sel.09.ch01.220317.000847.47..wav,1
sel.09.ch01.220317.012329.88..wav,1
sel.09.ch01.220317.014828.66..wav,1
sel.09.ch02.220119.162044.36..wav,1
sel.10.ch01.220119.162139.88..wav,1
sel.10.ch02.220208.000637.71..wav,1
sel.10.ch02.220208.013051.20..wav,1
sel.10.ch02.220210.010108.21..wav,1
sel.10.ch02.220214.120711.41..wav,1
sel.10.ch02.220216.232146.01..wav,1
sel.10.ch02.220222.173040.55..wav,1
sel.10.ch02.220223.183407.74..wav,1
sel.10.ch02.220224.014102.25..wav,1
sel.10.ch02.220304.002718.74..wav,1
sel.10.ch02.220307.235741.37..wav,1
sel.10.ch02.220308.002926.39..wav,1
sel.10.ch02.220313.010956.47..wav,1
sel.10.ch02.220316.184132.72..wav,1
sel.10.ch02.220316.233753.29..wav,1
sel.10.ch02.220317.000847.50..wav,1
sel.10.ch02.220317.012329.72..wav,1
sel.10.ch02.220317.014828.55..wav,1
sel.11.ch01.220208.000715.94..wav,1
sel.11.ch01.220208.013151.13..wav,1
sel.11.ch01.220214.120748.40..wav,1
sel.11.ch01.220216.232853.32..wav,1
sel.11.ch01.220222.173616.00..wav,1
sel.11.ch01.220223.183413.67..wav,1
sel.11.ch01.220224.014112.73..wav,1
sel.11.ch01.220304.002712.54..wav,1
sel.11.ch01.220308.001454.82..wav,1
sel.11.ch01.220308.004512.55..wav,1
sel.11.ch01.220313.011019.94..wav,1
sel.11.ch01.220316.184316.29..wav,1
sel.11.ch01.220316.234856.11..wav,1
sel.11.ch01.220317.015518.04..wav,1
sel.11.ch02.220119.162140.11..wav,1
sel.11.ch02.220210.010900.13..wav,1
sel.11.ch02.220317.000900.72..wav,1
sel.11.ch02.220317.013243.52..wav,1
sel.12.ch01.220119.162432.54..wav,1
sel.12.ch01.220210.010900.60..wav,1
sel.12.ch01.220317.000900.68..wav,1
sel.12.ch01.220317.013243.59..wav,1
sel.12.ch02.220208.000716.09..wav,1
sel.12.ch02.220208.013151.43..wav,1
sel.12.ch02.220214.120748.32..wav,1
sel.12.ch02.220216.232853.46..wav,1
sel.12.ch02.220222.173616.02..wav,1
sel.12.ch02.220223.183413.61..wav,1
sel.12.ch02.220224.014113.28..wav,1
sel.12.ch02.220304.002712.70..wav,1
sel.12.ch02.220308.004512.60..wav,1
sel.12.ch02.220313.011019.91..wav,1
sel.12.ch02.220316.184315.98..wav,1
sel.12.ch02.220316.234856.23..wav,1
sel.12.ch02.220317.015518.07..wav,1
sel.13.ch01.220208.013629.98..wav,1
sel.13.ch01.220214.120754.28..wav,1
sel.13.ch01.220216.234025.08..wav,1
sel.13.ch01.220222.173623.47..wav,1
sel.13.ch01.220223.184249.01..wav,1
sel.13.ch01.220224.014121.00..wav,1
sel.13.ch01.220304.005041.75..wav,1
sel.13.ch01.220308.004729.84..wav,1
sel.13.ch01.220313.011840.89..wav,1
sel.13.ch01.220316.184549.78..wav,1
sel.13.ch01.220316.234901.79..wav,1
sel.13.ch01.220317.001515.16..wav,1
sel.13.ch01.220317.013510.68..wav,1
sel.13.ch01.220317.020319.44..wav,1
sel.13.ch02.220119.162432.51..wav,1
sel.14.ch01.220119.162447.56..wav,1
sel.14.ch02.220214.120754.25..wav,1
sel.14.ch02.220216.234025.03..wav,1
sel.14.ch02.220222.173623.28..wav,1
sel.14.ch02.220223.184249.23..wav,1
sel.14.ch02.220224.014121.50..wav,1
sel.14.ch02.220304.005041.89..wav,1
sel.14.ch02.220316.184549.88..wav,1
sel.14.ch02.220316.234901.69..wav,1
sel.14.ch02.220317.001515.18..wav,1
sel.14.ch02.220317.013510.90..wav,1
sel.14.ch02.220317.020319.30..wav,1
sel.15.ch01.220216.234532.59..wav,1
sel.15.ch01.220222.174955.77..wav,1
sel.15.ch01.220223.184932.99..wav,1
sel.15.ch01.220224.015525.12..wav,1
sel.15.ch01.220304.005938.03..wav,1
sel.15.ch01.220316.234918.85..wav,1
sel.15.ch01.220317.001723.70..wav,1
sel.15.ch01.220317.013712.41..wav,1
sel.15.ch01.220317.020325.26..wav,1
sel.15.ch02.220119.162447.69..wav,1
sel.15.ch02.220214.120803.67..wav,1
sel.15.ch02.220316.184634.19..wav,1
sel.16.ch01.220119.162458.41..wav,1
sel.16.ch01.220214.120803.74..wav,1
sel.16.ch01.220316.184634.19..wav,1
sel.16.ch02.220216.234532.37..wav,1
sel.16.ch02.220222.174955.60..wav,1
sel.16.ch02.220224.015524.90..wav,1
sel.16.ch02.220316.234918.77..wav,1
sel.16.ch02.220317.001723.92..wav,1
sel.16.ch02.220317.013712.39..wav,1
sel.16.ch02.220317.020325.03..wav,1
sel.17.ch01.220214.120935.67..wav,1
sel.17.ch01.220216.234600.26..wav,1
sel.17.ch01.220222.175015.76..wav,1
sel.17.ch01.220316.184728.24..wav,1
sel.17.ch01.220317.002228.24..wav,1
sel.17.ch01.220317.014058.81..wav,1
sel.17.ch01.220317.020332.82..wav,1
sel.17.ch02.220119.162458.43..wav,1
sel.17.ch02.220316.234917.86..wav,1
sel.18.ch01.220119.162504.69..wav,1
sel.18.ch01.220316.234917.74..wav,1
sel.18.ch02.220214.120935.84..wav,1
sel.18.ch02.220216.234600.09..wav,1
sel.18.ch02.220222.175016.53..wav,1
sel.18.ch02.220316.184728.12..wav,1
sel.18.ch02.220317.002228.22..wav,1
sel.18.ch02.220317.014058.72..wav,1
sel.18.ch02.220317.020332.84..wav,1
sel.19.ch01.220214.121140.81..wav,1
sel.19.ch01.220216.234612.61..wav,1
sel.19.ch01.220222.175051.65..wav,1
sel.19.ch01.220316.184947.82..wav,1
sel.19.ch01.220316.234921.47..wav,1
sel.19.ch02.220119.162504.59..wav,1
sel.20.ch01.220119.162527.74..wav,1
sel.20.ch01.220317.002515.99..wav,1
sel.20.ch01.220317.014730.91..wav,1
sel.20.ch02.220214.121140.54..wav,1
sel.20.ch02.220216.234612.53..wav,1
sel.20.ch02.220222.175051.58..wav,1
sel.20.ch02.220316.184948.04..wav,1
sel.20.ch02.220316.234921.54..wav,1
sel.21.ch01.220216.235535.75..wav,1
64486.wav,0
2525.wav,0
44981.wav,0
101323.wav,0
165746.wav,0
38232.wav,0
104540.wav,0
157473.wav,0
132129.wav,0
127302.wav,0
24950.wav,0
39924.wav,0
19037.wav,0
86729.wav,0
92992.wav,0
69238.wav,0
102853.wav,0
124684.wav,0
81068.wav,0
123344.wav,0
102553.wav,0
70948.wav,0
55122.wav,0
104656.wav,0
124698.wav,0
79563.wav,0
77649.wav,0
55.wav,0
87.wav,0
99.wav,0
100.wav,0
104.wav,0
156.wav,0
345.wav,0
347.wav,0
349.wav,0
369.wav,0
370.wav,0
371.wav,0
376.wav,0
377.wav,0
378.wav,0
518.wav,0
1042.wav,0
1043.wav,0
1044.wav,0
1045.wav,0
1046.wav,0
1050.wav,0
1051.wav,0
1052.wav,0
1053.wav,0
1054.wav,0
1055.wav,0
1056.wav,0
1748.wav,0
1931.wav,0
1932.wav,0
1933.wav,0
1934.wav,0
1945.wav,0
2151.wav,0
2155.wav,0
2157.wav,0
2421.wav,0
2432.wav,0
2435.wav,0
2519.wav,0
2520.wav,0
2521.wav,0
2522.wav,0
2523.wav,0
2524.wav,0
2525.wav,0
2526.wav,0
2527.wav,0
2528.wav,0
2529.wav,0
2530.wav,0
2531.wav,0
2532.wav,0
2533.wav,0
2534.wav,0
2535.wav,0
2536.wav,0
2537.wav,0
2689.wav,0
3093.wav,0
3126.wav,0
3177.wav,0
3178.wav,0
3179.wav,0
3180.wav,0
3182.wav,0
3183.wav,0
3184.wav,0
3185.wav,0
3186.wav,0
3187.wav,0
3188.wav,0
3189.wav,0
3190.wav,0
3191.wav,0
3202.wav,0
5204.wav,0
5560.wav,0
5929.wav,0
5996.wav,0
5997.wav,0
6108.wav,0
7126.wav,0
7133.wav,0
7151.wav,0
7152.wav,0
7173.wav,0
7174.wav,0
7311.wav,0
7313.wav,0
7314.wav,0
7320.wav,0
7456.wav,0
7541.wav,0
7542.wav,0
7875.wav,0
7885.wav,0
7886.wav,0
7887.wav,0
7888.wav,0
7889.wav,0
7917.wav,0
7972.wav,0
7991.wav,0
7993.wav,0
7994.wav,0
7995.wav,0
7996.wav,0
8059.wav,0
8060.wav,0
9134.wav,0
9188.wav,0
9190.wav,0
9219.wav,0
9221.wav,0
9223.wav,0
9224.wav,0
9225.wav,0
9226.wav,0
9227.wav,0
9228.wav,0
9229.wav,0
9235.wav,0
9236.wav,0
9239.wav,0
11171.wav,0
11485.wav,0
11505.wav,0
11682.wav,0
11683.wav,0
11684.wav,0
11685.wav,0
11686.wav,0
11687.wav,0
11688.wav,0
11689.wav,0
11690.wav,0
11691.wav,0
11692.wav,0
11693.wav,0
11694.wav,0
11695.wav,0
11696.wav,0
11697.wav,0
11698.wav,0
11699.wav,0
11700.wav,0
11701.wav,0
11702.wav,0
11703.wav,0
11732.wav,0
11735.wav,0
11747.wav,0
12699.wav,0
12703.wav,0
12704.wav,0
12708.wav,0
12710.wav,0
12727.wav,0
12728.wav,0
13735.wav,0
13747.wav,0
13767.wav,0
13774.wav,0
13775.wav,0
13777.wav,0
13779.wav,0
13791.wav,0
13792.wav,0
14313.wav,0
14314.wav,0
14385.wav,0
14386.wav,0
14387.wav,0
14522.wav,0
14523.wav,0
14524.wav,0
14525.wav,0
14526.wav,0
14527.wav,0
14528.wav,0
14529.wav,0
14853.wav,0
14854.wav,0
14909.wav,0
15220.wav,0
15221.wav,0
15222.wav,0
15223.wav,0
15224.wav,0
15225.wav,0
15226.wav,0
15287.wav,0
15290.wav,0
15292.wav,0
15293.wav,0
15295.wav,0
15311.wav,0
15349.wav,0
15351.wav,0
15352.wav,0
15392.wav,0
15422.wav,0
15423.wav,0
15424.wav,0
15426.wav,0
15459.wav,0
15464.wav,0
15465.wav,0
15466.wav,0
15467.wav,0
15468.wav,0
15469.wav,0
15470.wav,0
15471.wav,0
15472.wav,0
15473.wav,0
15474.wav,0
15528.wav,0
15541.wav,0
15542.wav,0
15552.wav,0
15553.wav,0
15598.wav,0
15651.wav,0
15652.wav,0
15653.wav,0
15656.wav,0
15657.wav,0
15659.wav,0
15689.wav,0
15790.wav,0
15791.wav,0
15792.wav,0
15849.wav,0
15850.wav,0
15851.wav,0
16007.wav,0
16008.wav,0
16009.wav,0
16371.wav,0
16372.wav,0
16625.wav,0
16626.wav,0
16627.wav,0
16628.wav,0
16629.wav,0
16633.wav,0
16646.wav,0
16673.wav,0
16765.wav,0
16766.wav,0
16767.wav,0
16770.wav,0
16771.wav,0
16782.wav,0
16783.wav,0
16784.wav,0
16834.wav,0
16835.wav,0
16836.wav,0
16837.wav,0
16988.wav,0
16989.wav,0
16990.wav,0
16991.wav,0
16992.wav,0
16993.wav,0
16994.wav,0
16995.wav,0
17001.wav,0
17002.wav,0
17003.wav,0
17004.wav,0
17005.wav,0
17006.wav,0
17007.wav,0
17008.wav,0
17054.wav,0
17055.wav,0
17056.wav,0
17057.wav,0
17058.wav,0
17059.wav,0
17074.wav,0
17075.wav,0
17076.wav,0
17077.wav,0
17078.wav,0
17079.wav,0
17080.wav,0
17081.wav,0
17082.wav,0
17083.wav,0
17090.wav,0
17091.wav,0
17092.wav,0
17100.wav,0
17134.wav,0
17135.wav,0
17136.wav,0
17138.wav,0
17139.wav,0
17140.wav,0
17142.wav,0
17143.wav,0
17144.wav,0
17146.wav,0
17147.wav,0
17153.wav,0
17154.wav,0
17155.wav,0
17156.wav,0
17185.wav,0
17347.wav,0
17348.wav,0
17349.wav,0
17350.wav,0
17351.wav,0
17352.wav,0
17353.wav,0
17354.wav,0
17356.wav,0
17472.wav,0
17505.wav,0
17507.wav,0
17508.wav,0
17509.wav,0
17510.wav,0
17511.wav,0
17512.wav,0
17515.wav,0
17517.wav,0
17546.wav,0
17632.wav,0
17851.wav,0
17852.wav,0
17853.wav,0
17854.wav,0
17855.wav,0
17857.wav,0
17858.wav,0
17859.wav,0
17860.wav,0
17861.wav,0
17862.wav,0
17912.wav,0
17913.wav,0
17915.wav,0
17916.wav,0
17970.wav,0
18038.wav,0
18039.wav,0
18042.wav,0
18043.wav,0
18045.wav,0
18046.wav,0
18047.wav,0
18049.wav,0
18050.wav,0
18052.wav,0
18228.wav,0
18229.wav,0
18230.wav,0
18231.wav,0
18233.wav,0
18515.wav,0
18525.wav,0
18755.wav,0
18756.wav,0
18757.wav,0
18765.wav,0
18766.wav,0
18802.wav,0
18803.wav,0
18804.wav,0
18805.wav,0
18806.wav,0
18807.wav,0
18834.wav,0
18894.wav,0
18905.wav,0
18928.wav,0
18929.wav,0
18930.wav,0
19029.wav,0
19030.wav,0
19033.wav,0
19037.wav,0
19257.wav,0
19258.wav,0
19264.wav,0
19271.wav,0
19375.wav,0
19376.wav,0
19422.wav,0
19423.wav,0
19424.wav,0
19492.wav,0
19493.wav,0
